OBJECTID,Shape_Leng,Shape_Area,District,County,Sub County,Parish,Village,Region,Pop_2020,HHs_2020
6661,21.76420488,11.33388926,Mubende,Kasambya,Nabingoola,Nabingoola,Kibaale,Central,,
6662,11989.2641,7160464.999,Mubende,Kassanda,Kitumbi,Mbirizi,Kyakidu,Central,,
6663,7077.003591,2951147.111,Luwero,Katikamu,Nyimbwa,Buvuma,Buvuma- Kizeeyi,Central,,
6664,6697.201935,2455021.438,Kayunga,Ntenjeru,Kayunga,Kiteredde,Kisagazi,Central,,
6665,3154.130063,491850.6629,Kampala,Kampala Capital City,Kawempe,Makerere Ii,Zone C,Central,,
6666,12136.26386,7806144.751,Gomba,Gomba,Maddu,Maddu,Kyamabaale,Central,,
6667,12626.20338,2824652.426,Nakaseke,Nakaseke,Kapeeka,Kapeeka,Kapeeka,Central,,
6668,1289.775844,76903.64829,Kampala,Kampala Capital City,Kawempe,Makerere Ii,Zone D,Central,,
6669,5874.497104,1904957.021,Luwero,Katikamu,Katikamu,Tweyanze,Kikabya,Central,,
6670,6302.409767,1967600.326,Bukomansimbi,Bukomansimbi,Kitanda,Makukuulu,Nyonjo,Central,,
6671,6225.648832,2152069.08,Lyantonde,Kabula,Kasagama,Buyanja,Kihumuro,Central,,
6672,8731.392678,2751781.428,Kiboga,Kiboga,Lwamata,Buninga,Kikalala,Central,,
6673,5895.810089,1708065.348,Buikwe,Buikwe,Ngogwe,Namulesa,Nsabwa,Central,,
6674,15626.33115,14663272.44,Nakasongola,Nakasongola,Kalongo,Kamirampango,Busansula,Central,,
6675,6902.576813,1223134.551,Wakiso,Busiro,Bussi,Gulwe,Kyanjazi,Central,,
6676,4913.408269,1317335.928,Wakiso,Ssabagabo-makindye Municipality,Masajja Division,Masajja,Masajja. A,Central,,
6677,11374.98833,6559740.319,Mubende,Kasambya,Nabingoola,Kiyita,Kiyita,Central,,
6678,778.5360168,36858.08351,Kampala,Kampala Capital City,Central,Mengo,Budonian,Central,,
6679,11131.2375,5472674.15,Mubende,Kassanda,Kalwana,Mayirikiti,Kikube,Central,,
6680,8155.446799,3518945.03,Masaka,Bukoto,Mukungwe,Samalia,Samalia,Central,,
6681,4946.755616,1391016.514,Lyantonde,Kabula,Kaliiro,Kabatema,Kyakalazire,Central,,
6682,8970.551358,3624783.201,Masaka,Bukoto,Buwunga,Kamwozi,Kamwozi,Central,,
6683,9054.142104,4656061.702,Gomba,Gomba,Kyegonza,Nsambwe,Nsambwe,Central,,
6684,7389.753431,2535339.03,Nakaseke,Nakaseke,Nakaseke,Bulwadda,Nakatete,Central,,
6685,4479.066472,420016.4668,Buvuma,Buvuma,Lubya,Labolo,Nambaga,Central,,
6686,7693.652151,3686283.434,Kalungu,Kalungu,Kalungu,Villa Maria,Bukalasa,Central,,
6687,36692.75399,51902136.54,Kiboga,Kiboga,Kapeke,Kayeera,Kindeke,Central,,
6688,4979.931847,985861.6674,Mityana,Mityana,Ssekanyonyi,Busunju Town Bo,Busunju A,Central,,
6689,1290.539757,66328.92965,Mityana,Mityana,Ssekanyonyi,Busunju Town Bo,Busunju C,Central,,
6690,1383.332908,77568.47752,Mityana,Mityana,Ssekanyonyi,Busunju Town Bo,Busunju B,Central,,
6691,1449.827882,126734.9605,Kampala,Kampala Capital City,Rubaga,Kasubi,Kasubi I,Central,,
6692,9688.477145,4790637.21,Rakai,Kooki,Kagamba,Kasankala,Kasankala,Central,,
6693,11091.32022,3349054.805,Rakai,Kakuuto,Kakuuto,Bigada,Bigada,Central,,
6694,4181.502222,855132.5568,Buikwe,Lugazi Town Council,Central Division,Kawotto,Kawotto Ii,Central,,
6695,6845.813773,2433959.973,Lwengo,Bukoto,Lwengo,Kyawangonya,Kyalusesa,Central,,
6696,5914.066772,1250630.617,Wakiso,Busiro,Wakiso,Lukwanga,Nsuube,Central,,
6697,8719.430749,4770477.296,Mukono,Nakifuma,Kasawo,Kabimbiri,Sinda-kivuluba,Central,,
6698,6754.763207,2271135.583,Kalungu,Kalungu,Bukulula,Lusango,Kisiwuula,Central,,
6699,10242.64457,4575161.205,Mubende,Mubende Municipality,Western Division,Nabikakala,Kyamukoona Central,Central,,
6700,11678.72112,3926193.632,Mubende,Buwekula,Madudu,Kakenzi,Kamwerere,Central,,
6701,2331.333223,246236.9406,Kampala,Kampala Capital City,Nakawa,Luzira,Stage V,Central,,
6702,6607.753692,1977121.914,Lwengo,Bukoto,Kisekka,Kikenene,Kibubu-luwama,Central,,
6703,6659.218191,2339706.45,Rakai,Kooki,Lwanda,Bitabago,Lumbugu,Central,,
6704,7737.04545,2145391.518,Lwengo,Bukoto,Kyazanga,Katuulo,Lubaale A,Central,,
6705,4511.147965,1123062.039,Kalungu,Kalungu,Kalungu Town Council,Kalungu,Kalungu Village,Central,,
6706,2487.9184,242065.7026,Kampala,Kampala Capital City,Makindye,Lukuli,Bruno,Central,,
6707,4271.189612,742171.7278,Wakiso,Kira Municipality,Bweyogerere Division,Bweyogerere,Hassan Tourabi,Central,,
6708,3501.847744,435331.4117,Wakiso,Nansana Municipality,Nansana Division,Nansana East Ward,Nansana East I B,Central,,
6709,4663.035722,682773.9827,Wakiso,Nansana Municipality,Nansana Division,Nansana East Ward,Nansana East I A,Central,,
6710,6592.383093,1475024.51,Mukono,Mukono,Mpatta,Mubanda,Busoke,Central,,
6711,3817.684523,610871.9015,Wakiso,Nansana Municipality,Nabweru Division,Wakiso,Jinja Kawempe A,Central,,
6712,8061.712611,3345701.715,Lwengo,Bukoto,Lwengo,Nkunyu,Nakyenyi,Central,,
6713,5103.746465,1501266.355,Lyantonde,Kabula,Mpumudde,Nsiika,Bulunga A,Central,,
6714,6848.308045,2830870.752,Bukomansimbi,Bukomansimbi,Bigasa,Bukango,Kyaterekera,Central,,
6715,2081.5585,240320.8246,Kampala,Kampala Capital City,Nakawa,Naguru I,Hospital,Central,,
6716,4463.90548,981994.9326,Wakiso,Busiro,Wakiso,Ssumbwe,Bulenga B,Central,,
6717,7462.187886,2448051.333,Mubende,Kassanda,Kitumbi,Kijuna,Kiduuzi North,Central,,
6718,7939.926374,2095189.193,Wakiso,Kyadondo,Kasangati Town Council,Nangabo,Kitagobwa,Central,,
6719,2601.806644,367789.0107,Mityana,Busujju,Kakindu,Kakindu Town Bo,Kakindu Trc,Central,,
6719,2601.806644,367789.0107,Mityana,Busujju,Kakindu,Kakindu Town Bo,Kakindu Trc,Central,,
6720,5302.739902,1687372.146,Lyantonde,Kabula,Lyantonde Town Council,Kaliiro,Kaliro B,Central,,
6721,8100.682846,3743021.296,Bukomansimbi,Bukomansimbi,Butenga,Kabigi,Meera-kayunga,Central,,
6722,9436.922732,2618161.391,Mityana,Mityana,Ssekanyonyi,Kabbega,Kabbega,Central,,
6723,6362.158783,2241571.22,Lwengo,Bukoto,Kyazanga,Lwakibirizi,Nakalago,Central,,
6724,28652.65439,30649163.99,Kiboga,Kiboga,Dwaniro,Lwankonge,Lwentenga,Central,,
6725,8557.762573,4026545.985,Mityana,Mityana,Ssekanyonyi,Bukooba,Kiwamirembe-katungul,Central,,
6726,13191.09777,7060651.279,Wakiso,Busiro,Namayumba,Kitayita,Gulwe,Central,,
6727,11335.94225,4618013.185,Mpigi,Mawokota,Buwama,Nabiteete,Nabiteete,Central,,
6728,4886.932732,1194481.607,Rakai,Kyotera,Kasaali,Gayaza,Kyakuduse,Central,,
6729,3533.080267,379924.9002,Kampala,Kampala Capital City,Kawempe,Kyebando,Kanyanya Quaters,Central,,
6730,7873.301851,2326569.75,Rakai,Kooki,Lwamaggwa,Kyabigondo,Kijjako A,Central,,
6731,9857.288609,3636958.223,Rakai,Kooki,Lwamaggwa,Kyabigondo,Kijjako B,Central,,
6732,4818.888898,1010450.574,Mityana,Mityana Municipality,Busimbi Division,North Ward,Kikumbi,Central,,
6733,7300.00398,2174972.924,Mubende,Kassanda,Manyogaseka,Kyabayima,Lugalama (kyabayima),Central,,
6734,11476.5227,2778477.007,Butambala,Butambala,Budde,Gwatiro,Butaja,Central,,
6735,6253.015264,1397859.778,Kalungu,Kalungu,Bukulula,Bugonzi,Busanso,Central,,
6736,9350.164623,3460460.735,Mubende,Buwekula,Madudu,Kakenzi,Ngabano,Central,,
6737,8822.393742,3319585.466,Luwero,Bamunanika,Bamunanika,Kibirizi,Nkuluze,Central,,
6738,2712.787436,276230.6206,Ssembabule,Mawogola,Mateete  Town Council,Kiwumulo,Mateete  South West,Central,,
6739,7439.748036,3545716.6,Kalungu,Kalungu,Bukulula,Kiti,Kantule,Central,,
6740,7869.18417,2928743.008,Buikwe,Lugazi Town Council,Kawolo Division,Butinindi,Kasaku,Central,,
6741,2361.460654,223206.163,Wakiso,Ssabagabo-makindye Municipality,Masajja Division,Masajja,Kalina,Central,,
6742,6091.061362,2133371.941,Rakai,Kakuuto,Kifamba,Kabala,Kabala,Central,,
6743,13335.85505,7326273.576,Nakasongola,Nakasongola,Lwampanga,Kiwembi,Irimba,Central,,
6744,6482.597647,2143150.438,Nakaseke,Nakaseke,Semuto,Kikandwa,Bulyana,Central,,
6745,9254.97971,4855625.838,Mpigi,Mawokota,Kituntu,Kasozi,Wajinja Senda,Central,,
6746,9074.008077,4405698.478,Rakai,Kooki,Ddwaniro,Lwakaloolo,Lwendaula,Central,,
6747,8414.005776,2506899.159,Luwero,Katikamu,Luwero,Kikube,Kanyogoga(kikube),Central,,
6748,9557.599651,3438852.5,Mpigi,Mawokota,Kammengo,Kanyike,Butenga,Central,,
6749,5483.306619,1397761.941,Mubende,Kasambya,Kibalinga,Kabbubu,Mboona,Central,,
6750,6065.384716,2249611.092,Kyankwanzi,Kiboga,Nsambya,Kigando,Kacwamango,Central,,
6751,9203.80713,3208078.233,Buikwe,Buikwe,Najja,Mawotto,Mayugwe,Central,,
6752,11183.09441,5855541.718,Ssembabule,Mawogola,Lugusulu,Lwentale,Lwentale,Central,,
6753,5106.671991,1719581.302,Kalungu,Kalungu,Lwabenge,Kiraaga,Mabale,Central,,
6754,4004.633161,642778.609,Wakiso,Kyadondo,Kasangati Town Council,Wampeewo,Wampeewo,Central,,
6755,1532.837122,110500.7808,Kampala,Kampala Capital City,Kawempe,Mulago I,Upper Mawanda,Central,,
6756,7766.800839,3449198.652,Mukono,Nakifuma,Nabbaale,Makukuba,Kawoomya,Central,,
6757,8023.463918,3117841.347,Mpigi,Mawokota,Kituntu,Migamba,Katiiti,Central,,
6758,2339.423341,297046.5733,Wakiso,Kira Municipality,Bweyogerere Division,Bweyogerere,Ntebetebe,Central,,
6759,6885.237904,2695905.029,Mukono,Nakifuma,Nabbaale,Bamusuuta,Nalubabwe,Central,,
6760,53136.33222,30991317.22,Masaka,Bukoto,Kyesiiga,Bbuuliro,Kirala Fr,Central,,
6761,4539.726242,664047.4692,Wakiso,Busiro,Bussi,Gulwe,Kitufu,Central,,
6762,2808.874189,454295.9977,Kampala,Kampala Capital City,Rubaga,Nakulabye,Muziro,Central,,
6763,3708.860187,580152.8307,Buvuma,Buvuma,Nairambi,Magyo,Bumazime,Central,,
6764,4182.464315,1029909.506,Kyankwanzi,Kiboga,Mulagi,Kalagi,Kiyuni,Central,,
6765,12526.97154,7327320.422,Mukono,Mukono,Mpunge,Mpunge,Masujju,Central,,
6766,8053.7499,3109614.22,Luwero,Bamunanika,Kalagala,Busiika,Busiika Main,Central,,
6767,7813.621436,2866475.601,Lwengo,Bukoto,Malongo,Kigeye,Lwebiddali C,Central,,
6768,3773.196832,799205.0382,Lwengo,Bukoto,Malongo,Kigeye,Lwebiddali B,Central,,
6769,5111.766338,1398778.828,Mubende,Kassanda,Kalwana,Ddalamba,Nakasozi (ddalamba),Central,,
6770,7450.875129,1861503.401,Mityana,Mityana,Ssekanyonyi,Sekanyonyi,Special Area,Central,,
6771,14547.72573,9909009.772,Nakasongola,Nakasongola,Lwabiyata,Nalukonge,Ntagaara,Central,,
6772,7819.844667,3149385.636,Rakai,Kooki,Kacheera,Lyakisana,Buyojwa,Central,,
6773,6600.267552,1733886.603,Buikwe,Buikwe,Ngogwe,Kiringo,Kiringo,Central,,
6774,22882.39568,22921263.21,Nakaseke,Nakaseke,Ngoma,Kyalushebeka,Rwesindizi,Central,,
6775,6242.117453,1740544.779,Masaka,Bukoto,Kabonera,Bisanje,Kanabukuliro,Central,,
6776,2953.195993,482526.0758,Kampala,Kampala Capital City,Kawempe,Kawempe I,Kalule,Central,,
6777,10187.34246,5865368.436,Luwero,Katikamu,Butuntumula,Kakinzi,Kayonza,Central,,
6778,7610.015422,3466011.693,Mubende,Mubende Municipality,Western Division,Biwanga,Kajunju,Central,,
6779,11967.53049,6312142.304,Mpigi,Mawokota,Buwama,Kawumba,Bulyowa,Central,,
6780,7666.222397,2326592.259,Rakai,Kooki,Lwanda,Kiyovu,Sserinya A,Central,,
6781,6827.88698,2051371.796,Gomba,Gomba,Kanoni Town Council,Koome,Koome B,Central,,
6782,7314.902913,2292170.685,Rakai,Kooki,Ddwaniro,Kaleere Malemba,Kichwamango,Central,,
6783,15700.80312,13640123.76,Kyankwanzi,Kiboga,Ntwetwe,Kitabona,Luwunga  Fr,Central,,
6784,4034.371678,649266.4568,Mubende,Kassanda,Kitumbi,Bucoco,Kawaala,Central,,
6785,6672.687076,2411223.99,Rakai,Kyotera,Kasaali,Buziranduulu,Nninzi,Central,,
6786,7569.479904,3426694.768,Mubende,Kassanda,Bukuya,Kabosi,Buyirigo,Central,,
6787,923.9084965,22095.64914,Kampala,Kampala Capital City,Central,Nakasero Iv,Kiyembe,Central,,
6788,7189.858428,2765258.665,Wakiso,Busiro,Kasanje,Jjungo,Bumpenje,Central,,
6789,9946.014949,5018094.266,Mukono,Mukono,Nakisunga,Namuyenje,Nakoosi,Central,,
6790,3117.278617,531958.6923,Kampala,Kampala Capital City,Nakawa,Naguru I,Naguru I,Central,,
6791,1215.213281,72118.41675,Kampala,Kampala Capital City,Central,Bukesa,Jambula,Central,,
6792,1304.410254,81971.90053,Kampala,Kampala Capital City,Makindye,Nsambya Central,Special Area,Central,,
6793,9327.767796,2878744.065,Rakai,Kooki,Lwamaggwa,Kyabigondo,Kyakabikwa,Central,,
6794,9742.545206,5079563.384,Mubende,Kassanda,Kiganda,Kinoni,Kinoni,Central,,
6795,4997.333964,660425.3688,Kampala,Kampala Capital City,Nakawa,Mbuya I,Buyinja,Central,,
6796,5880.956686,1963663.549,Lwengo,Bukoto,Malongo,Kalangala,Lukolongolo,Central,,
6797,4455.157382,913889.8642,Rakai,Kooki,Lwanda,Kanoni,Kanoni,Central,,
6798,7536.913335,1525093.103,Luwero,Katikamu,Katikamu,Buyuki,Kiteredde,Central,,
6799,10514.03382,3850973.096,Rakai,Kakuuto,Kasasa,Kijonjo,Nakatooke B,Central,,
6800,15677.41132,10662885.61,Rakai,Kakuuto,Kasasa,Kijonjo,Nakatooke A,Central,,
6801,6388.04174,2067228.733,Bukomansimbi,Bukomansimbi,Kibinge,Kisojjo,Kisojjo B,Central,,
6802,7359.251339,2667225.24,Mubende,Kassanda,Myanzi,Kigalama,Kyengeza (kigalama),Central,,
6803,5375.78981,1417553.431,Bukomansimbi,Bukomansimbi,Kibinge,Kisojjo,Kisojjo A,Central,,
6804,6046.895993,288824.2946,Mityana,Mityana Municipality,Central Division,Katakala,Bulonda Fr (katakala,Central,,
6805,6405.962318,1948941.24,Kyankwanzi,Kiboga,Bananywa,Lwengo,Lwengo,Central,,
6806,7348.14375,2186769.961,Mukono,Nakifuma,Kimenyedde,Bukasa,Kawuku(bukasa),Central,,
6807,6924.075508,1563884.324,Masaka,Bukoto,Mukungwe,Samalia,Kyalusowe B,Central,,
6808,43252.93201,22424231.27,Buikwe,Buikwe,Najja,Tukulu,Lake Victoria,Central,,
6809,4657.591413,782484.6805,Kyankwanzi,Kiboga,Nkandwa,Kasoolo,Kikajo  East,Central,,
6810,4672.661035,1407805.488,Lwengo,Bukoto,Lwengo,Nakyenyi,Buziranduulu,Central,,
6811,4640.631093,990816.1038,Lwengo,Bukoto,Ndagwe,Ndagwe,Kasese,Central,,
6812,9492.959634,4809672.852,Mpigi,Mawokota,Kituntu,Kasozi,Mbuule Nsambya,Central,,
6813,11806.22594,6337237.334,Nakaseke,Nakaseke,Butalangu Town Council,Butalangu,Kiyokiyo,Central,,
6814,4855.570211,987936.8492,Wakiso,Busiro,Masulita Town Council,Kabale,Kasambya,Central,,
6815,5364.811182,1057057.363,Mityana,Mityana Municipality,Busimbi Division,Naama,Naama Central,Central,,
6816,7081.54856,2661295.757,Mubende,Kassanda,Kitumbi,Lugingi,Lugingi A,Central,,
6817,5808.687847,2194375.542,Mityana,Mityana,Kikandwa,Namwene,Kalyango,Central,,
6818,27334.407,28687276.41,Nakaseke,Nakaseke,Ngoma,Kigweri,Busumbuso,Central,,
6819,8576.202038,3768297.806,Rakai,Kyotera,Kasaali,Buziranduulu,Mbuye,Central,,
6820,5605.696133,1343673.956,Luwero,Bamunanika,Kalagala,Lunyolya,Kati Kandegeya,Central,,
6821,13379.90961,6782306.33,Mubende,Kassanda,Kitumbi,Mbirizi,Kampindu,Central,,
6822,12491.24994,4458433.217,Rakai,Kakuuto,Kibanda,Kyabiwa,Kateete,Central,,
6823,5802.732266,2021368.871,Mukono,Nakifuma,Kasawo,Kakukuulu,Bugabo,Central,,
6824,16527.72728,4763586.947,Kalangala,Kyamuswa,Bufumira,Lulamba,Misonzi,Central,,
6825,8183.222004,3559808.545,Ssembabule,Mawogola,Lwebitakuli,Lugusulu,Kirungi,Central,,
6826,1758.315273,179530.0181,Luwero,Katikamu,Bombo Town Council,Gangama,Lutamandwa A,Central,,
6827,6192.070833,2137577.914,Mityana,Mityana Municipality,Ttamu Division,Kabule,Nkwale-baligwa,Central,,
6828,1877.043878,213444.7697,Luwero,Katikamu,Bombo Town Council,Gangama,Lutamandwa B,Central,,
6829,7800.493153,2298551.393,Mityana,Mityana,Ssekanyonyi,Bukooba,Nakilagala (bukooba),Central,,
6830,14781.93167,5827398.426,Rakai,Kooki,Kacheera,Kayonza [kacheera],Rwenshabishabi,Central,,
6831,10858.85755,6681554.154,Buvuma,Buvuma,Buvuma Town Council,Tome,Kabamba,Central,,
6832,3395.257032,680870.5784,Mpigi,Mawokota,Kammengo,Kammengo,Bulembo,Central,,
6833,5500.377703,1302319.728,Rakai,Kooki,Kiziba,Dyango,Dyamgo B,Central,,
6834,4444.665561,887179.5944,Lyantonde,Kabula,Kaliiro,Kabatema,Kyakalema,Central,,
6835,6042.744739,1686294.285,Mityana,Busujju,Kakindu,Ngugulo,Bethany,Central,,
6836,7939.939058,3311376.015,Rakai,Kakuuto,Kakuuto,Kyebisagazi,Biiwa,Central,,
6837,7244.94179,2834127.32,Kayunga,Ntenjeru,Kayunga,Buyobe,Bulyankuyege,Central,,
6838,6815.980396,2320100.86,Nakaseke,Nakaseke,Nakaseke,Kasambya,Lukesse,Central,,
6839,6162.96225,1791619.523,Mpigi,Mawokota,Kammengo,Kanyike,Kaweeri,Central,,
6840,10152.14703,5312314.942,Gomba,Gomba,Kyegonza,Kisoga,Mukusu,Central,,
6841,3789.417521,593436.5126,Kampala,Kampala Capital City,Kawempe,Kawempe I,Kakungulu,Central,,
6842,13707.53692,9869841.446,Mubende,Buwekula,Kitega,Kalonga,Kirumbi,Central,,
6843,6000.617824,1974116.945,Mubende,Kasambya,Kigando,Kirume,Kacungiro,Central,,
6844,13411.0929,8558066.737,Rakai,Kakuuto,Kibanda,Bbaale,Bulanga,Central,,
6845,6781.733084,2128879.984,Wakiso,Busiro,Kyengera Town Council,Kyengera,Nabaziiza,Central,,
6846,7943.244646,3503992.06,Buikwe,Buikwe,Najja,Gulama,Kiwangala,Central,,
6847,8536.709271,4005307.605,Mukono,Mukono,Ntenjeru,Ssaayi,Ssayi,Central,,
6848,11509.89925,8099269.569,Kayunga,Ntenjeru,Kayunga,Buyobe,Kawuku,Central,,
6849,6934.741062,2084076.934,Lyantonde,Kabula,Mpumudde,Buyaga,Kyembogo,Central,,
6850,5013.736981,1049192.05,Luwero,Bamunanika,Kalagala,Ddegeya,Kalagi,Central,,
6851,10335.48729,6280887.777,Luwero,Bamunanika,Kamira,Kaswa,Namuningi,Central,,
6852,979.7572305,49000.34075,Kampala,Kampala Capital City,Makindye,Nsambya Central,Mugwanya,Central,,
6853,10108.19835,5402211.134,Rakai,Kooki,Lwanda,Butiti,Kabingo,Central,,
6854,10147.07281,5133722.458,Mubende,Mubende Municipality,Western Division,Biwanga,Biwanga,Central,,
6855,7773.162302,2586961.112,Bukomansimbi,Bukomansimbi,Bigasa,Bukango,Lusaka,Central,,
6856,7586.463927,2127277.663,Mpigi,Mawokota,Mpigi Town Council,Maziba,Nkonge,Central,,
6857,6591.541096,2082883.28,Mukono,Mukono,Mpatta,Mugomba,Mugomba,Central,,
6858,10142.59201,4756133.644,Rakai,Kooki,Lwanda,Kanoni,Luteebe,Central,,
6859,9551.969727,3178353.012,Mukono,Mukono,Koome,Mubembe,Batwala,Central,,
6860,9252.941226,4243001.743,Rakai,Kooki,Lwamaggwa,Kibuuka,Kamunuku,Central,,
6861,8704.354505,4560630.911,Masaka,Bukoto,Buwunga,Kasaka,Bulenge,Central,,
6862,6937.358861,2771865.58,Wakiso,Busiro,Kajjansi Town Council,Ssisa,Kaga,Central,,
6863,5763.741948,1952697.409,Gomba,Gomba,Kanoni Town Council,Kanoni,Kagongo Fr,Central,,
6864,3748.379497,873548.8221,Masaka,Bukoto,Buwunga,Mazinga,Katoogo,Central,,
6865,7873.586977,2421043.519,Rakai,Kooki,Ddwaniro,Kaleere Malemba,Kakunyu,Central,,
6866,6331.616147,1553171.604,Nakasongola,Nakasongola,Kakooge,Kibira Ward,Kyansimbi,Central,,
6867,797.8475026,25159.84318,Kampala,Kampala Capital City,Central,Nakasero Iv,Luwum Street,Central,,
6868,1070.98297,38272.06927,Kampala,Kampala Capital City,Kawempe,Mulago I,Doctors Village,Central,,
6869,3285.035327,359016.8419,Kampala,Kampala Capital City,Nakawa,Naguru Ii,Church,Central,,
6870,8023.220772,3701166.809,Buikwe,Buikwe,Najja,Namatovu,Namatovu,Central,,
6871,10507.20537,6464899.257,Kyankwanzi,Kiboga,Bananywa,Lwengo,Kasubi,Central,,
6872,7755.185228,3836836.576,Nakasongola,Nakasongola,Kalongo,Kazwama,Namatuba,Central,,
6873,13664.99103,9024563.774,Nakasongola,Nakasongola,Nabiswera,Kalengedde,Rwandama,Central,,
6874,10914.87974,5733875.339,Wakiso,Kira Municipality,Kira Division,Kira,Mulawa,Central,,
6875,10137.21451,4634933.662,Rakai,Kyotera,Kalisizo,Kikungwe,Luwawulo,Central,,
6876,6120.728333,2335630.13,Mubende,Kassanda,Kassanda,Kamuli,Kamuli (kamuli),Central,,
6877,1553.536321,129836.0424,Kampala,Kampala Capital City,Central,Old Kampala,Old Kampala Iv,Central,,
6878,8007.16936,3319003.851,Gomba,Gomba,Kabulasoke,Matongo,Kampeefu,Central,,
6879,9100.417831,3253892.881,Masaka,Bukoto,Kyanamukaaka,Buyaga,Bibaale,Central,,
6880,931.3657269,42802.98719,Kampala,Kampala Capital City,Central,Kisenyi  Iii,Nook,Central,,
6881,5969.396956,1750933.08,Mityana,Mityana,Namungo,Kiteete,Nakunyuguzi,Central,,
6882,1785.322793,100468.5255,Kampala,Kampala Capital City,Makindye,Katwe Ii,Kevina,Central,,
6883,4318.708163,875857.7606,Wakiso,Ssabagabo-makindye Municipality,Ndejje Division,Ndejje,Kanabba,Central,,
6884,5467.839243,1552448.552,Masaka,Bukoto,Mukungwe,Bugabira,Kalundira,Central,,
6885,2042.883287,205779.606,Kampala,Kampala Capital City,Central,Old Kampala,Old Kampala Ii,Central,,
6886,5432.24195,970725.4942,Luwero,Bamunanika,Kikyusa,Kireku,Kalagala,Central,,
6887,7490.29157,2463354.009,Mityana,Busujju,Maanyi,Serinya,Kyandalo B,Central,,
6888,16929.49212,13074064.29,Mityana,Busujju,Maanyi,Serinya,Kyandalo A,Central,,
6889,57024.23097,125336025,Nakaseke,Nakaseke,Kinyogoga,Rwooma,Butebere,Central,,
6890,7922.1003,2702520.672,Wakiso,Nansana Municipality,Gombe Division,Nasse,Kasalirwe,Central,,
6891,8079.707322,2923873.602,Buikwe,Lugazi Town Council,Kawolo Division,Kigenda,Bugamba,Central,,
6892,8245.205814,2678274.808,Mukono,Mukono Municipality,Goma Division,Seeta Ward,Gwafu,Central,,
6893,1862.205527,193858.4918,Kampala,Kampala Capital City,Nakawa,Bukoto I,Namuli,Central,,
6894,16700.2284,8452305.831,Mubende,Kassanda,Manyogaseka,Kyahi,Kashenyi,Central,,
6905,6516.30713,2492088.694,Lwengo,Bukoto,Lwengo,Kyawangonya,Kyakabandagala,Central,,
6906,8334.350638,2905516.354,Bukomansimbi,Bukomansimbi,Butenga,Kawoko,Gayaza A,Central,,
6907,7989.587646,2785148.42,Bukomansimbi,Bukomansimbi,Butenga,Kawoko,Gayaza B,Central,,
6908,7150.57324,2442374.878,Bukomansimbi,Bukomansimbi,Butenga,Kawoko,Gayaza C,Central,,
6909,7780.157753,2324817.782,Nakaseke,Nakaseke,Kasangombe,Mpwedde,Mayirikiti,Central,,
6910,7687.989929,2117816.485,Luwero,Bamunanika,Zirobwe,Bukimu,Namawojja,Central,,
6911,10300.62946,5389699.048,Mukono,Nakifuma,Seeta Namuganga,Kituula,Lugala,Central,,
6912,6056.998271,2049619.258,Kalungu,Kalungu,Kalungu,Kasanje,Kiretebwa,Central,,
6913,7791.152552,2690579.583,Kyankwanzi,Kiboga,Wattuba,Kisolooza,Kasambya B,Central,,
6914,7815.203266,2925987.316,Lwengo,Bukoto,Kyazanga Town Council,Nakateete,Nakateete (lwakibirizi),Central,,
6915,8876.358628,2562946.988,Rakai,Kooki,Byakabanda,Byakabanda,Sserinya (byakabanda),Central,,
6916,9475.97748,3820924.788,Kiboga,Kiboga,Bukomero Town Council,Kateera,Kalagala,Central,,
6917,7085.994602,2386715.358,Ssembabule,Mawogola,Lwebitakuli,Kasambya,Buyonza,Central,,
6918,3701.561134,932353.9448,Mpigi,Mawokota,Kammengo,Kammengo,Kasa,Central,,
6919,14877.71075,10265479.05,Nakasongola,Nakasongola,Nakitoma,Kigweri,Kyakatono,Central,,
6920,31413.73711,51960109.18,Kiboga,Kiboga,Kapeke,Kayeera,Kabuye,Central,,
6921,4570.502042,873408.7304,Buvuma,Buvuma,Buwooya,Buwanzi,Buluuta,Central,,
6922,7092.306859,3011056.902,Kiboga,Kiboga,Kiboga Town Council,Kiboga Town Ward,Kiwanguzi,Central,,
6923,6948.021816,2608921.132,Mubende,Kassanda,Kalwana,Nakateete,Lwangiri B,Central,,
6924,2663.946679,376257.4028,Kampala,Kampala Capital City,Nakawa,Bukoto Ii,Kigoowa I,Central,,
6925,9947.682077,6134434.231,Rakai,Kooki,Lwamaggwa,Kiweeka,Mbaale,Central,,
6926,7517.573427,3050176.039,Mpigi,Mawokota,Kiringente,Sekiwunga,Mabuye,Central,,
6927,995.0626575,36708.48392,Kampala,Kampala Capital City,Central,Bukesa,Nsalo,Central,,
6928,7879.268238,3697258.399,Lwengo,Bukoto,Lwengo Town Council,Kabarungi Ward,Kilyankuyege,Central,,
6929,6328.000775,2713427.299,Rakai,Kooki,Lwamaggwa,Kibuuka,Sserinya,Central,,
6930,8422.879647,3454516.741,Ssembabule,Mawogola,Lugusulu,Lwentale,Nsambya,Central,,
6931,886.6671323,33186.51018,Kampala,Kampala Capital City,Nakawa,Naguru Ii,Kasenke Iv,Central,,
6932,3056.680855,427576.3514,Kampala,Kampala Capital City,Rubaga,Lungujja,Bulange A,Central,,
6933,6902.200852,2569468.384,Mityana,Mityana,Ssekanyonyi,Bulyankuyege,Kijudde B,Central,,
