OBJECTID,Shape_Leng,Shape_Area,District,County,Sub County,Parish,Village,Region,Pop_2020,HHs_2020
6934,6536.547229,2134464.661,Kalungu,Kalungu,Kalungu,Kitamba,Kawule,Central,,
6935,7528.197104,3123936.176,Butambala,Butambala,Kalamba,Seeta Bweya,Kakonge,Central,,
6936,14167.32355,6411369.808,Kayunga,Bbaale,Galiraaya,Namayuge,Nabityanka,Central,,
6937,2108.511417,194015.1208,Nakaseke,Nakaseke,Nakaseke Town Council,Namirali,Kibatto,Central,,
6938,12781.19265,6616080.112,Kyankwanzi,Kiboga,Butemba  Town Council,Bukwiri  Ward,Kigamabanankwale,Central,,
6939,10863.63305,6341980.876,Mubende,Kassanda,Myanzi,Myanzi,Katooke,Central,,
6940,7014.692302,1912603.883,Rakai,Kooki,Ddwaniro,Buyamba,Kinaawa,Central,,
6941,8019.226279,2856245.162,Mubende,Kassanda,Nalutuntu,Kyanamugeera,Kyamugeri,Central,,
6942,7602.985959,2967566.344,Kyankwanzi,Kiboga,Butemba,Katovu,Katovu,Central,,
6943,5972.641272,1757453.65,Luwero,Bamunanika,Kalagala,Lunyolya,Kasubi,Central,,
6944,15700.49617,11008088.04,Mubende,Buwekula,Butoologo,Kasolokaponye,Kibuuza,Central,,
6945,9314.527518,4893672.597,Mukono,Nakifuma,Nabbaale,Makukuba,Kabulo,Central,,
6946,11902.09385,5950708.34,Kyankwanzi,Kiboga,Butemba  Town Council,Katanabirwa  Ward,Lwenkonge,Central,,
6947,8016.172401,2327149.765,Mpigi,Mawokota,Muduuma,Magala,Busasi,Central,,
6948,8657.885356,2457018.302,Mukono,Nakifuma,Nabbaale,Makukuba,Nabbaale I,Central,,
6949,3624.42704,637059.4732,Kampala,Kampala Capital City,Nakawa,Naguru Ii,Ntinda Police Barracks,Central,,
6950,32512.90621,44107183.17,Nakasongola,Nakasongola,Nakitoma,Bujaabe,Wangoiro,Central,,
6951,7152.110522,2866194.204,Ssembabule,Mawogola,Lwebitakuli,Nakasenyi,Kitaturwa,Central,,
6952,9980.584398,3884120.249,Rakai,Kakuuto,Kakuuto,Bigada,Kabugimbi,Central,,
6953,9367.941837,3043062.199,Rakai,Kooki,Lwanda,Kasensero,Kiwaguzi A,Central,,
6954,8192.700867,3273736.309,Rakai,Kooki,Lwanda,Kasensero,Kiwaguzi B,Central,,
6955,1962.782485,228846.0981,Masaka,Masaka Municipality,Katwe-butego,Butego Ward,Muteesa 1,Central,,
6956,8996.101056,1685306.244,Mukono,Mukono,Kyampisi,Kabembe,Kifu Forest Reserve(kabembe),Central,,
6957,7563.930702,3263945.756,Luwero,Katikamu,Luwero,Kabakedi,Kibula,Central,,
6958,8915.022106,3665407.813,Lwengo,Bukoto,Malongo,Katovu,Kikobo,Central,,
6959,6139.740574,1881396.059,Kyankwanzi,Kiboga,Nkandwa,Bugomolwa,Bugomolwa B,Central,,
6960,6523.337123,1818019.451,Rakai,Kyotera,Nabigasa,Nakatoogo,Ngoma A,Central,,
6961,5379.257748,1119806.856,Mityana,Mityana Municipality,Ttamu Division,Ttanda,Kisita,Central,,
6962,5934.707089,2140528.111,Ssembabule,Mawogola,Mateete,Kayunga,Mirambi,Central,,
6963,8375.59635,3764911.048,Rakai,Kooki,Kagamba,Kirangira,Kenjoki,Central,,
6964,11145.61068,4506917.481,Nakasongola,Nakasongola,Kalongo,Irima,Kigazi,Central,,
6965,5671.67656,1411668.154,Mityana,Mityana Municipality,Busimbi Division,Kireku,Kitemambazi,Central,,
6966,6336.730571,2254231.783,Kayunga,Bbaale,Kayonza,Kafumba,Nyondo A,Central,,
6967,4689.572674,1234317.059,Kalungu,Kalungu,Kalungu,Kaliro,Byana,Central,,
6968,10164.55364,4877882.866,Luwero,Bamunanika,Kikyusa,Kireku,Namakofu,Central,,
6969,5329.636264,1636488.96,Luwero,Katikamu,Makulubita,Waluleeta,Bowa-kibira,Central,,
6970,8351.470973,4225532.558,Nakaseke,Nakaseke,Kito,Kasiso,Kibaale,Central,,
6971,744.6475659,24046.4256,Kampala,Kampala Capital City,Makindye,Kibuli,Kisasa,Central,,
6972,5088.05851,1276840.567,Butambala,Butambala,Kalamba,Kitimba,Ngogwe B,Central,,
6973,4948.815312,1266433.987,Butambala,Butambala,Kalamba,Kitimba,Ngogwe A,Central,,
6974,5713.958386,1497719.68,Mpigi,Mawokota,Nkozi,Nnindye,Kankobe Bugabo,Central,,
6975,33033.00951,29269000.84,Ssembabule,Mawogola,Lugusulu,Kawanda,Katikamu,Central,,
6976,10219.82851,4299903.287,Luwero,Katikamu,Makulubita,Makulubita,Makulubita A,Central,,
6977,18990.92171,23316369.11,Masaka,Bukoto,Bukakata,Ssunga,Bbaale,Central,,
6978,8256.380992,3531605.252,Mubende,Kassanda,Bukuya,Kasamba,Kabuga (kasamba),Central,,
6979,14885.78327,9102866.974,Lyantonde,Kabula,Mpumudde,Kicwamba,Bwihagaju,Central,,
6980,8407.547857,4347610.318,Lwengo,Bukoto,Kkingo,Kasaana,Nzizi  B,Central,,
6981,4637.648413,1242948.855,Nakaseke,Nakaseke,Nakaseke,Kigegge,Kasambya,Central,,
6982,5535.817658,1517616.996,Lwengo,Bukoto,Kkingo,Kasaana,Nzizi  A,Central,,
6983,6357.884084,2441174.312,Masaka,Bukoto,Kyesiiga,Bugere,Kamulegu,Central,,
6984,9864.02416,6520765.282,Kalungu,Kalungu,Lwabenge,Kibisi,Ttowa,Central,,
6985,7000.504595,2544930.585,Mityana,Mityana,Namungo,Kiteete,Butale (kiteete),Central,,
6986,5636.628485,1616969.294,Kyankwanzi,Kiboga,Mulagi,Kalagi,Kalagi B,Central,,
6987,4457.734491,682119.9154,Kyankwanzi,Kiboga,Mulagi,Kalagi,Kalagi A,Central,,
6988,7695.085985,3314174.958,Mubende,Kassanda,Kassanda,Njagala,Ntuuma,Central,,
6989,5234.264015,1394908.555,Lwengo,Bukoto,Kyazanga,Kakoma,Bijaaaba Trc,Central,,
6990,6298.885741,2642787.297,Mubende,Kasambya,Kigando,Ndyangoma,Mirembe,Central,,
6991,4449.718472,655147.9515,Nakasongola,Nakasongola,Nakasongola Town Council,West Ward,Kalikoma,Central,,
6992,5396.6592,1618778.44,Kalungu,Kalungu,Kalungu,Bulawula,Kabuye,Central,,
6993,4356.7046,996977.4349,Bukomansimbi,Bukomansimbi,Kitanda,Luwoko,Ntuuma B,Central,,
6994,6339.25447,1915437.87,Bukomansimbi,Bukomansimbi,Kitanda,Luwoko,Ntuuma A,Central,,
6995,6627.077095,2425229.498,Lwengo,Bukoto,Lwengo,Kito,Katoma,Central,,
6996,7642.60373,2485938.457,Rakai,Kooki,Ddwaniro,Lwakaloolo,Binoni,Central,,
6997,4024.563525,790382.3812,Mubende,Mubende Municipality,Southern Division,Kisekende,Kisekende A,Central,,
6998,1975.719193,171379.7946,Kampala,Kampala Capital City,Rubaga,Kasubi,Mugema,Central,,
6999,6163.800456,1953290.008,Nakaseke,Nakaseke,Kikamulo,Lutete,Kyabakazi,Central,,
7000,7816.914774,3300853.566,Ssembabule,Mawogola,Mateete,Manyama,Kaselutwe,Central,,
7001,6708.437713,2525726.514,Rakai,Kooki,Ddwaniro,Buyamba,Kijuna,Central,,
7002,9709.335319,4511992.696,Gomba,Gomba,Kyegonza,Nakijju,Nakijju,Central,,
7003,3460.903813,589113.2968,Masaka,Masaka Municipality,Katwe-butego,Butego Ward,Kirumba B,Central,,
7004,18813.59254,19197387.09,Lyantonde,Kabula,Kasagama,Katebe,Katamacuba,Central,,
7005,2980.064119,461316.8469,Masaka,Masaka Municipality,Nyendo-ssenyange,Nyendo,Binyonyi B,Central,,
7006,2406.338519,207936.1918,Masaka,Masaka Municipality,Nyendo-ssenyange,Nyendo,Binyonyi A,Central,,
7007,9150.721667,4615537.789,Nakaseke,Nakaseke,Kiwoko Town Council,Kiwoko South,Wabitunda,Central,,
7008,3374.216925,559432.7422,Buikwe,Njeru Municipality,Njeru Division,Njeru West Ward,Kizungu,Central,,
7009,9307.106328,2838176.013,Nakaseke,Nakaseke,Semuto,Posta,Mugomola,Central,,
7010,7225.637114,2907510.478,Buvuma,Buvuma,Busamuzi,Busamuzi,Butende,Central,,
7011,7991.883091,2704170.682,Rakai,Kooki,Byakabanda,Kitaasa,Kitaasa,Central,,
7012,6136.844819,1730789.794,Lwengo,Bukoto,Lwengo,Kyawangonya,Mpumudde (kyawangonya),Central,,
7013,755.1688796,23647.35065,Kampala,Kampala Capital City,Central,Nakivubo-shauriyako,Munno A,Central,,
7014,11472.47222,8228987.255,Nakasongola,Nakasongola,Lwabiyata,Namiika,Kyankanga,Central,,
7015,782.563716,30749.5649,Kampala,Kampala Capital City,Central,Nakivubo-shauriyako,Munno B,Central,,
7016,7422.226221,2005549.341,Mukono,Mukono,Mpunge,Mbazi,Kamwanyi(mbazi),Central,,
7017,71375.36753,93815897.09,Wakiso,Busiro,Katabi Town Council,Nalugala,Water,Central,,
7018,6751.468821,2346650.185,Luwero,Katikamu,Nyimbwa,Kiyanda,Bbaale Central,Central,,
7019,5691.021825,1316295.846,Mityana,Mityana,Kikandwa,Luwunga,Nakaziba,Central,,
7020,1721.11226,120777.0931,Masaka,Masaka Municipality,Nyendo-ssenyange,Nyendo,Kitovu Road,Central,,
7021,5868.369906,1681081.981,Kiboga,Kiboga,Lwamata,Lwamata,Lwamata Central,Central,,
7022,9326.003536,4568262.953,Wakiso,Busiro,Kakiri,Ssentema,Bukungulu,Central,,
7023,3259.557216,564584.8005,Buikwe,Buikwe,Buikwe Town Council,Buikwe C,Kyamabaale,Central,,
7024,4949.439115,946036.4694,Kyankwanzi,Kiboga,Bananywa,Kiryanongo,Nakabugo,Central,,
7025,5565.371248,1617294.189,Kyankwanzi,Kiboga,Ntwetwe,Sirimula,Kawawa,Central,,
7026,20998.8734,14018294.35,Nakasongola,Nakasongola,Nakitoma,Bujaabe,Bujaabe,Central,,
7027,6335.182277,2158330.191,Mubende,Kassanda,Makokoto,Bulyambidde,Mabuubi,Central,,
7028,1791.914504,216236.9688,Kampala,Kampala Capital City,Central,Civic Center,Christ The King,Central,,
7029,2766.27524,429695.4253,Mukono,Nakifuma,Kasawo,Kabimbiri,Kigayaza Ii,Central,,
7030,9501.452267,3487497.672,Mubende,Buwekula,Butoologo,Kasolokaponye,Kichuchulo,Central,,
7031,9228.721308,5543254.553,Mityana,Mityana,Kikandwa,Kikunyu,Nsangabwami,Central,,
7032,4157.016281,804146.9928,Buikwe,Buikwe,Buikwe,Kitazi,Kasubi Town,Central,,
7033,9125.853931,4715512.105,Kayunga,Ntenjeru,Kayunga,Buyobe,Buyobe,Central,,
7034,1711.521846,160137.2473,Kampala,Kampala Capital City,Makindye,Luwafu,Sempa,Central,,
7035,14206.67586,6924887.406,Mubende,Kassanda,Kitumbi,Kyato,Bukoba B,Central,,
7036,9282.109485,4382769.87,Mubende,Kassanda,Kitumbi,Kyato,Bukoba A,Central,,
7037,5967.681623,1237253.462,Lwengo,Bukoto,Kyazanga,Bijaaba,Garage,Central,,
7038,3918.660466,367285.5652,Wakiso,Ssabagabo-makindye Municipality,Ndejje Division,Seguku,Central Zone,Central,,
7039,1430.187852,65467.79339,Kampala,Kampala Capital City,Makindye,Kibuli,Lubowa,Central,,
7040,15787.71819,12430957.32,Nakasongola,Nakasongola,Nabiswera,Kyamukonda,Kyakisyaga,Central,,
7041,5182.770906,1477625.554,Mityana,Busujju,Maanyi,Namutunku,Nabbale,Central,,
7042,7516.70053,2471880.344,Rakai,Kyotera,Kabira,Bwamijja,Zirizi,Central,,
7043,6887.312594,2011570.909,Mityana,Mityana Municipality,Ttamu Division,Ttamu,Busere A,Central,,
7044,7462.663077,1481432.309,Mityana,Mityana Municipality,Ttamu Division,Ttamu,Busere B,Central,,
7045,1329.382379,66177.34349,Kampala,Kampala Capital City,Central,Kololo Ii,Zone Vi,Central,,
7046,5373.827281,1392718.158,Bukomansimbi,Bukomansimbi,Butenga,Kyankoole,Kabulasoke,Central,,
7047,792.8600843,27081.04597,Kampala,Kampala Capital City,Central,Kisenyi Ii,Mbiro,Central,,
7048,7155.557282,2834598.6,Rakai,Kyotera,Kirumba,Buyiisa,Bbotera,Central,,
7049,10454.54816,4208557.013,Nakasongola,Nakasongola,Kakooge,Kyambogo,Kyancwende,Central,,
7050,7158.697921,2279618.874,Mubende,Kassanda,Myanzi,Kasaana,Musaba I,Central,,
7051,10355.55913,2462484.954,Mpigi,Mawokota,Buwama,Sango,Gonza Forest Reserve,Central,,
7052,9896.049301,3284180.027,Butambala,Butambala,Bulo,Kyerima,Kikikira,Central,,
7053,11597.07676,3150506.671,Kiboga,Kiboga,Bukomero,Kikooba,Masiriba,Central,,
7054,10139.88734,4230689.102,Kyankwanzi,Kiboga,Gayaza,Kiyuni,Kyamulalama,Central,,
7055,12799.99274,8019449.72,Kiboga,Kiboga,Dwaniro,Kalokola,Kalokola,Central,,
7056,6326.135881,2108528.582,Masaka,Bukoto,Kyanamukaaka,Kyantale,Kanamusabal,Central,,
7057,5946.098109,1241961.878,Rakai,Kooki,Kiziba,Mweruka,Kiirarizo,Central,,
7058,8059.941681,1944152.602,Rakai,Kooki,Ddwaniro,Kayonza,Kisaana (kayonza),Central,,
7059,12326.4744,6173605.678,Rakai,Kakuuto,Kakuuto,Kakuuto,Kasoga,Central,,
7060,19946.49393,15336354,Nakaseke,Nakaseke,Kinyogoga,Rukono,Special Area,Central,,
7061,1938.066587,174072.0451,Mubende,Kassanda,Kassanda,Kassanda Town Board,Dwaliro,Central,,
7062,1005.498501,61602.8405,Kampala,Kampala Capital City,Central,Kololo Iv,Community Flats,Central,,
7063,5588.31171,1932489.622,Wakiso,Busiro,Wakiso,Bukasa,Muyomba,Central,,
7064,15521.21705,15071357.26,Nakasongola,Nakasongola,Kalongo,Kigejjo,Kanyika,Central,,
7065,8414.202464,2759975.336,Mityana,Busujju,Kakindu,Vvumbe,Mawanda Kyengeza,Central,,
7066,7153.034834,3210947.952,Nakasongola,Nakasongola,Wabinyonyi,Ssasira,Ssasira,Central,,
7067,7394.715894,2908860.341,Kyankwanzi,Kiboga,Nsambya,Kigabwa,Kalungu,Central,,
7068,5892.384275,1753489.856,Nakaseke,Nakaseke,Semuto,Kikyusa,Nyanja,Central,,
7069,11999.77063,5921251.928,Kayunga,Bbaale,Kayonza,Kamusabi,Bugonya  A,Central,,
7070,11601.09857,8421009.359,Kayunga,Bbaale,Kayonza,Kamusabi,Bugonya  B,Central,,
7071,8122.483735,2974045.215,Gomba,Gomba,Mpenja,Mpogo,Busolo A,Central,,
7072,5368.033584,1285874.33,Wakiso,Ssabagabo-makindye Municipality,Masajja Division,Busabala,Ggangu B,Central,,
7073,7091.860705,2495794.897,Wakiso,Nansana Municipality,Gombe Division,Buwambo,Bibbo,Central,,
7074,3895.021577,850071.9633,Wakiso,Ssabagabo-makindye Municipality,Masajja Division,Busabala,Ggangu A,Central,,
7075,5435.814915,1860858.744,Wakiso,Busiro,Wakiso Town Council,Namusera Ward,Kyoga,Central,,
7076,5666.985751,1744665.117,Mubende,Kassanda,Nalutuntu,Ggambwa,Kakindu (gambwa),Central,,
7077,4840.035278,1399683.199,Masaka,Bukoto,Mukungwe,Matanga,Butale,Central,,
7078,20656.64466,25233309.8,Buvuma,Buvuma,Buvuma Town Council,Tome,Meeru,Central,,
7079,4851.319455,1248570.037,Mubende,Kassanda,Kassanda,Namiringa,Mirembe Maria,Central,,
7080,12325.99415,6591682.26,Mubende,Kassanda,Kitumbi,Kyato,Buwejje,Central,,
7081,8829.226262,2515977.053,Mpigi,Mawokota,Kammengo,Kyanja,Katwe,Central,,
7082,7063.254766,1220999.186,Kayunga,Bbaale,Kitimbwa,Wabuyinja,Kitimbwa Village,Central,,
7082,7063.254766,1220999.186,Kayunga,Bbaale,Kitimbwa,Wabuyinja,Kitimbwa Village,Central,,
7083,6265.190111,2175550.72,Buikwe,Buikwe,Ngogwe,Ndolwa,Busiitwe,Central,,
7084,10215.41241,4564406.277,Rakai,Kooki,Byakabanda,Kamukalo,Kyempewo,Central,,
7085,12052.25421,6845105.04,Buvuma,Buvuma,Busamuzi,Busamuzi,Galigatya,Central,,
7086,4671.456152,1294187.888,Masaka,Masaka Municipality,Katwe-butego,Butego Ward,Kalaga,Central,,
7087,7060.050836,2462935.221,Mubende,Kassanda,Bukuya,Kizibawo,Kasubi,Central,,
7088,13501.01599,6659391.628,Mpigi,Mawokota,Kammengo,Butoolo,Kamusogonya,Central,,
7089,5764.110027,1835045.691,Mukono,Mukono,Nakisunga,Kyabalogo,Banda-bugenderadala,Central,,
7090,3018.034069,439709.2563,Lwengo,Bukoto,Lwengo Town Council,Church Ward,Mbirizi Lower,Central,,
7091,8604.535264,4181161.239,Wakiso,Busiro,Wakiso,Nakabugo,Nakuwadde Lubanyi,Central,,
7092,27500.40121,29983846.77,Buvuma,Buvuma,Bugaya,Ndwasi,Ndwasi,Central,,
7093,6181.757261,1445389.882,Kayunga,Ntenjeru,Kangulumira,Kikwanya,Kizawula,Central,,
7094,4121.467666,825207.728,Lwengo,Bukoto,Ndagwe,Nnanywa,Kizawula,Central,,
7095,6964.871322,2876321.018,Nakaseke,Nakaseke,Kito,Kasiso,Kabira,Central,,
7096,886.9150426,48617.1219,Mubende,Kassanda,Bukuya,Bukuya Town Board,Nkonge,Central,,
7097,11219.93669,7137572.581,Kayunga,Bbaale,Bbaale,Bbaale,Namirembe,Central,,
7098,4389.076868,888673.2237,Kampala,Kampala Capital City,Makindye,Buziga,Upper Mawanga,Central,,
7099,515.6092446,12210.98943,Kampala,Kampala Capital City,Central,Nakasero Iv,City House,Central,,
7100,5329.33276,1622684.46,Wakiso,Nansana Municipality,Busukuma Division,Kiwenda,Nabitalo,Central,,
7101,8300.134728,2501829.628,Kiboga,Kiboga,Kibiga,Nkandwa,Zanyiro,Central,,
7102,10448.82176,5755194.295,Mpigi,Mawokota,Kiringente,Luvumbula,Buvuma Forest Reserve,Central,,
7103,3754.97756,465118.3522,Mukono,Mukono,Nakisunga,Kyabalogo,Pine Forest,Central,,
7104,6894.758746,2430313.397,Mubende,Kassanda,Kitumbi,Kalagala,Katikandegeya Central,Central,,
7105,7735.880933,3499952.268,Gomba,Gomba,Mpenja,"Ngomanene
",Kalyabayoga,Central,,
7106,11028.94076,5578027.723,Mubende,Kassanda,Kitumbi,Bulinimula,Nakigalala,Central,,
7107,544.626607,19373.11868,Kampala,Kampala Capital City,Kawempe,Makerere University,Lumumba Hall,Central,,
7108,15384.33959,13990299.02,Nakasongola,Nakasongola,Nakitoma,Njeru,Malombe,Central,,
7109,20272.28573,20319212.42,Nakasongola,Nakasongola,Kalongo,Mayirikiti,Kabazi,Central,,
7110,6768.029647,1806783.073,Kyankwanzi,Kiboga,Butemba,Kikoma,Lwamagaali,Central,,
7111,10479.87402,3278299.2,Lwengo,Bukoto,Kyazanga,Katuulo,Kalyamenvu B,Central,,
7112,4561.094411,1178194.815,Lwengo,Bukoto,Kyazanga,Katuulo,Kalyamenvu A,Central,,
7113,7015.787436,2791995.827,Mubende,Mubende Municipality,Southern Division,Busaale,Lwebigaji,Central,,
7114,8970.202971,4558681.562,Nakaseke,Nakaseke,Kapeeka,Kalagala,Kasiribiti,Central,,
7115,8467.929862,4257465.447,Mpigi,Mawokota,Kammengo,Kyanja,Banga,Central,,
7116,19545.86508,22287349.78,Masaka,Bukoto,Bukakata,Bukibonga,Kikonoka,Central,,
7117,8540.001819,4172313.365,Nakasongola,Nakasongola,Lwabiyata,Kansiira,Podya,Central,,
7118,5061.151884,971565.542,Kampala,Kampala Capital City,Central,Industrial Area,Pepsi Cola,Central,,
7119,15633.11378,14595183.85,Luwero,Bamunanika,Kikyusa,Kibengo,Katabona,Central,,
7120,9630.987625,4671697.333,Luwero,Katikamu,Nyimbwa,Ssambwe,Kakut,Central,,
7121,5715.330705,1816665.998,Luwero,Katikamu,Luwero,Kagugo,Kyetume,Central,,
7122,13963.97903,6781903.552,Mubende,Buwekula,Butoologo,Makukulu,Bugomba,Central,,
7123,8562.446209,3105814.602,Mpigi,Mawokota,Buwama,Nabiteete,Buwere B,Central,,
7124,9257.997817,4448152.115,Mpigi,Mawokota,Buwama,Nabiteete,Buwere A,Central,,
7125,878.6043469,46685.12838,Kampala,Kampala Capital City,Rubaga,Namirembe,Ntulume,Central,,
7126,9862.563152,4810320.045,Ssembabule,Mawogola,Lwebitakuli,Nakasenyi,Kanoni,Central,,
7127,14965.7298,10218148.98,Lyantonde,Kabula,Kinuuka,Bwamulamira,Kyempira,Central,,
7128,9424.746592,3123147.149,Rakai,Kakuuto,Kakuuto,Kakuuto,Kitasiba,Central,,
7129,8597.814003,4482094.483,Wakiso,Busiro,Kajjansi Town Council,Wamala,Zziru,Central,,
7130,4199.986074,907610.7449,Mubende,Kassanda,Kiganda,Nsozinga,Bugayo,Central,,
7131,7472.699237,2668768.389,Luwero,Katikamu,Katikamu,Bukeeka,Bukeeka,Central,,
7132,22143.22202,23214523.89,Kalangala,Bujjumba,Bujjumba,Mulabana,Budda- Mabigo,Central,,
7133,18950.5086,15152000,Mubende,Buwekula,Kiyuni,Katente,Buwande,Central,,
7134,5913.211915,1569932.76,Kyankwanzi,Kiboga,Gayaza,Kisala,Nakivubo,Central,,
7135,4559.142574,1355004.908,Rakai,Kakuuto,Kifamba,Kifamba,Lutemi,Central,,
7136,642.8870465,23017.25602,Kampala,Kampala Capital City,Makindye,Wabigalo,Central,Central,,
7137,8506.752166,3515911.296,Kyankwanzi,Kiboga,Bananywa,Bananywa,Kicweka,Central,,
7138,6504.22331,2560290.819,Kyankwanzi,Kiboga,Ntwetwe  Town  Council,Ntuuti Ward,Ntuuti,Central,,
7139,4803.866406,1143006.047,Mubende,Kassanda,Kassanda,Maggwa,Buswa A,Central,,
7140,8554.331417,3630875.555,Masaka,Bukoto,Buwunga,Bulando,Kayijja,Central,,
7141,11826.11597,8950470.337,Mukono,Nakifuma,Ntunda,Namayuba,Kikoma,Central,,
7142,2685.573718,272991.662,Buikwe,Njeru Municipality,Njeru Division,Njeru East Ward,Lower Naava,Central,,
7143,6663.317798,1337613.402,Mukono,Mukono,Kyampisi,Kyabakadde,Nkonge,Central,,
7144,6851.456469,2520830.956,Bukomansimbi,Bukomansimbi,Kibinge,Mirambi,Makukuulu,Central,,
7145,33825.88355,59562429.84,Rakai,Kakuuto,Kyebe,Ggwanda,Namalala Forest Reserve,Central,,
7146,5504.806926,1416928.497,Ssembabule,Mawogola,Lwebitakuli,Nakasenyi,Muyenga,Central,,
7147,10614.50726,6243920.366,Lyantonde,Kabula,Kinuuka,Nakasozi,Kinuuka,Central,,
7148,14730.21374,9129435.653,Mubende,Buwekula,Kiyuni,Katente,Butumi,Central,,
7149,5213.01471,1159884.641,Kalangala,Bujjumba,Kalangala Town Council,Kalangala B,Kizzi,Central,,
7150,65203.96537,29028050.44,Wakiso,Busiro,Bussi,Balabala,Water,Central,,
7151,6357.306829,2559455.286,Wakiso,Busiro,Masulita Town Council,Katikamu Ward,Kitinda,Central,,
7152,241656.1963,544858715.4,Buvuma,Buvuma,Bugaya,Ndwasi,Kiziba,Central,,
7153,18482.0805,15661276.42,Mubende,Buwekula,Butoologo,Kisagazi,Kisagazi (kisagazi),Central,,
7154,13284.73788,4023498.278,Mukono,Nakifuma,Nagojje,Namataba,Kanyogoga Kaazi,Central,,
7155,6800.921993,2643901.548,Mubende,Kassanda,Kassanda,Lwantale,Kasambya (lwantale),Central,,
7156,5945.510383,2264613.949,Lwengo,Bukoto,Malongo,Malongo,Lwentale North,Central,,
7157,12956.04702,6501209.202,Kyankwanzi,Kiboga,Butemba,Kikoma,Namiringa,Central,,
7158,10676.97815,5373931.185,Mukono,Nakifuma,Kasawo,Kakukuulu,Kikube,Central,,
7159,5554.170687,1745253.601,Rakai,Kooki,Kagamba,Kimuli,Kimuli,Central,,
7160,2779.829981,525874.1124,Buikwe,Buikwe,Ngogwe,Lubongo,Baskerville,Central,,
7161,8034.152972,3808059.021,Mukono,Nakifuma,Seeta Namuganga,Kayini,Nakyeke,Central,,
7162,6845.466546,2584395.184,Mukono,Mukono,Nama,Bulika,Bulika,Central,,
7163,7767.228257,2732285.141,Buikwe,Buikwe,Nkokonjeru Town Council,Mulajje,Ndolwa,Central,,
7164,5084.576743,1114584.561,Mukono,Mukono,Mpunge,Ngombere,Kagulu,Central,,
7165,8179.433395,2149471.308,Kyankwanzi,Kiboga,Ntwetwe,Muwangi,Muwangi,Central,,
7166,20821.65517,11862704.42,Wakiso,Entebbe Municipality,Division B,Kigungu Ward,Old Airport,Central,,
7167,8883.440476,3763816.627,Buvuma,Buvuma,Nairambi,Magyo,Kiringu,Central,,
7168,5789.204831,1457255.23,Mityana,Busujju,Maanyi,Kivuuvu,Nakulamude,Central,,
7169,7717.810651,2576102.032,Mukono,Mukono,Koome,Mubembe,Katolo-kakyanga,Central,,
7170,6511.417443,1791345.878,Mityana,Busujju,Kakindu,Kakindu Town Bo,Kazinga (kakindu Tow,Central,,
7171,5057.738775,1366261.246,Nakaseke,Nakaseke,Kasangombe,Mpwedde,Namengo,Central,,
7172,8264.265201,1873615.864,Mukono,Mukono,Kyampisi,Kabembe,Kiyunga,Central,,
7173,569.6027382,18497.09484,Kampala,Kampala Capital City,Kawempe,Makerere University,University Hall,Central,,
7174,8123.564298,2579576.754,Kayunga,Ntenjeru,Kangulumira,Kigayaza,Kamira,Central,,
7175,8621.811606,4135312.525,Masaka,Bukoto,Kyanamukaaka,Zzimwe,Lubumba,Central,,
7176,4609.899445,1026725.065,Buvuma,Buvuma,Buwooya,Bukinalwa,Ssekeba,Central,,
7177,6406.711002,1671000.072,Luwero,Bamunanika,Bamunanika,Kyampisi,Kasenene,Central,,
7178,9836.490632,4859197.307,Rakai,Kyotera,Kabira,Njala,Kabira,Central,,
7179,5437.062706,1642676.052,Kyankwanzi,Kiboga,Bananywa,Kiryanongo,Kiterevu,Central,,
7180,5343.533875,913646.6427,Luwero,Katikamu,Luwero Town Council,Luwero West Ward,Binyonyi,Central,,
7181,5406.725422,1342269.884,Mityana,Mityana Municipality,Busimbi Division,Nakaseeta,Kanyoomu,Central,,
7182,6826.135666,2155862.855,Gomba,Gomba,Kabulasoke,Lugaaga,Kisamula East,Central,,
7183,33737.04366,34161211.53,Nakasongola,Nakasongola,Lwampanga,Wajjala,Special Area,Central,,
7184,5296.300779,1463489.655,Gomba,Gomba,Kabulasoke,Bukandula,Katete A,Central,,
7185,4927.44019,1289617.32,Gomba,Gomba,Kabulasoke,Bukandula,Katete B,Central,,
7186,5852.883045,1742320.89,Mityana,Mityana,Ssekanyonyi,Kasiikombe,Kisamba,Central,,
7187,5864.662065,1927377.629,Rakai,Kooki,Byakabanda,Byakabanda,Byakabanda,Central,,
7188,17227.00327,6674356.195,Buikwe,Buikwe,Ssi Bukunja,Muvo,Lake Victoria,Central,,
7189,8019.257591,2693697.321,Nakaseke,Nakaseke,Kikamulo,Magoma,Kyogeza Kisa,Central,,
7190,15399.67777,8441006.23,Ssembabule,Lwemiyaga,Lwemiyaga,Lwemibu,Lweera,Central,,
7191,5108.959058,971468.317,Nakaseke,Nakaseke,Kasangombe,Mpwedde,Namasuba,Central,,
